item_id,title,brand,product_type,bullet_points,color,material,item_dimensions,defect,defect_type,quality_score
B07NFVQCJP_DEFECT,Amazon Brand,Solimo,HEALTH_PERSONAL_CARE,32-fluid ounce bottle of first aid antiseptic,,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 8.04}, 'unit': 'inches', 'value': 8.04}, 'length': {'normalized_value': {'unit': 'inches', 'value': 3.23}, 'unit': 'inches', 'value': 3.23}, 'width': {'normalized_value': {'unit': 'inches', 'value': 3.23}, 'unit': 'inches', 'value': 3.23}}",1,truncated_title,62.3
B07T1ZFCNG,Amazon Brand - Solimo Designer White Gitar On Black 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy E7,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Samsung Galaxy E7,Others,,,0,none,100.0
B07KCMBWLD,"365 Everyday Value, Organic Flour Tortillas Burrito Size, 16 oz",365 by Whole Foods Market,GROCERY,"Brought to you by Whole Foods Market.  The packaging for this product has a fresh new look. During this transition, you may get the original packaging or the new packaging in your order, but the product and quality is staying exactly the same. Enjoy!",,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 9.75}, 'unit': 'inches', 'value': 9.75}, 'length': {'normalized_value': {'unit': 'inches', 'value': 1.2}, 'unit': 'inches', 'value': 1.2}, 'width': {'normalized_value': {'unit': 'inches', 'value': 10}, 'unit': 'inches', 'value': 10}}",0,none,100.0
B0896KVCJY,"AmazonBasics Eastlake Coolers Glass Drinkware Set, 15-Ounce, Set of 6",AmazonBasics,DRINKING_CUP,"Lead-free glass: made of crystal-clear, lead-free glass for stunning clarity; keeps its shine through many washings; beautifully showcases beverages and adds a touch of glamour to any gathering",Clear,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 3.2}, 'unit': 'inches', 'value': 3.2}, 'length': {'normalized_value': {'unit': 'inches', 'value': 5.7}, 'unit': 'inches', 'value': 5.7}, 'width': {'normalized_value': {'unit': 'inches', 'value': 3.2}, 'unit': 'inches', 'value': 3.2}}",0,none,100.0
B07KZRHSLK,"Eono by Amazon - Trousse de Toilette Transparente, Kit de Voyage, Trousse de Voyage étanche Sac Cosmétiques pour Hommes et Femmes, Trousse Toilette Avion, TSA Sac de Transport, Violet, 2 Pcs",Eono,COSMETIC_CASE,APPROUVÉE PAR LA TSA : entièrement conforme aux normes et réglementations de la TSA 3-1-1 applicables à TOUTES les compagnies aériennes. Vous permet de passer facilement et rapidement les contrôles de sécurité effectués dans les aéroports. Gagnez du temps et effectuez vos contrôles aux aéroports plus sereinement.,Mauve 2 Pcs,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 2.49999999745}, 'unit': 'centimeters', 'value': 6.35}, 'length': {'normalized_value': {'unit': 'inches', 'value': 7.2047244021}, 'unit': 'centimeters', 'value': 18.3}, 'width': {'normalized_value': {'unit': 'inches', 'value': 5.511811018}, 'unit': 'centimeters', 'value': 14}}",0,none,100.0
B079C626NQ_DEFECT,"Amazon Brand - Solimo Probiotic 10 Billion CFU with Lactobacillus Rhamnosus, 30 Veggie Capsules, One Month Supply - Amazon Brand - Solimo Probiotic 10 Billion CFU with Lactobacillus Rhamnosus, 30 Veggie Capsules, One Month Supply",SOLIMO,HEALTH_PERSONAL_CARE,"This food product is manufactured to United States standards and may differ from similar products sold locally in its ingredients, labeling and allergen warnings This food product is manufactured to United States standards and may differ from similar products sold locally in its ingredients, labeling and allergen warnings",,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 5.5}, 'unit': 'inches', 'value': 5.5}, 'length': {'normalized_value': {'unit': 'inches', 'value': 1.25}, 'unit': 'inches', 'value': 1.25}, 'width': {'normalized_value': {'unit': 'inches', 'value': 3.6875}, 'unit': 'inches', 'value': 3.6875}}",1,duplicate,71.7
B07T7ZYJS7_DEFECT,Amazon Brand,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Samsung Galaxy J7 (2016),Others,,,1,truncated_title,58.2
B0853X5H9V_DEFECT,Amazon Brand - Solimo Designer Photography 3D Printed Hard Back Case Mobile Cover for Honor 10 Lite,,CELLULAR_PHONE_CASE,"Snug fit for Honor 10 Lite, with perfect cut-outs for volume buttons, audio and charging ports",,,,1,missing_attribute,63.6
B08935ZYSB_DEFECT,"AmazonBasics Art Paint Brush Set, 10 Different Sizes for Artists, Adults & Kids, 6 Sets",AmazonBasics,KITCHEN,"AmazonBasics Art Paint Brush Set, 10 Different Sizes for Artists, Adults & Kids, 6 Sets",Blue,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 1.86}, 'unit': 'inches', 'value': 1.86}, 'length': {'normalized_value': {'unit': 'inches', 'value': 8.66}, 'unit': 'inches', 'value': 8.66}, 'width': {'normalized_value': {'unit': 'inches', 'value': 2.95}, 'unit': 'inches', 'value': 2.95}}",1,category_mismatch,49.3
B0853WL5F1,Amazon Brand - Solimo Designer Autumn Girl 3D Printed Hard Back Case Mobile Cover for Vivo Z1 Pro,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Vivo Z1 Pro, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Plastic,,0,none,100.0
B0856B8ZQ7_DEFECT,Amazon Brand,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Oppo A71, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicon,,1,truncated_title,63.8
B07T2M5VLZ,Amazon Brand - Solimo Designer Randam Color Mixing 3D Printed Hard Back Case Mobile Cover for Micromax Canvas Nitro 2 E311,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Micromax Canvas Nitro 2 E311,Others,Canvas,,0,none,100.0
B075LT7F8X,"Trendy Wiggle Choker Necklace, 12""",Amazon Collection,NECKLACE,high polished,Black,Not applicableNot applicableNot applicableNot applicable,,0,none,100.0
B07TG4BJ3Y_DEFECT,Amazon Brand - Solimo Designer SunSide View 3D Printed Hard Back Case Mobile Cover for Asus Zenfone 3S Max,,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Asus Zenfone 3S Max,,,,1,missing_attribute,62.2
B07WVQSZLC_DEFECT,Flavia Women's,,HANDBAG,फॉक्स लेदर मटीरियल काले रंग का हैंडबैग,काला,नकली लेदर,,1,truncated_title,47.6
B07QLKSQPV_DEFECT,"Eono by Amazon – tvättnät tvättväska BH tvättpåse tvättpåse tvättpåse hållbar maskintvätt för känslig, blus, skor, BH, underkläder, babykläder, Wash Bag, 7 set",,STORAGE_BAG,"Högvärde: Med hållbara sömmar, robusta material och blixtlås av hög kvalitet, denna sats tvättväska/tvättväska/tvättpåse/tvättpåse idealisk för känsliga blusar, strumpbyxor, underkläder, babykläder och skor.",,,,1,missing_attribute,63.9
B07TG4XXSX_DEFECT,Amazon Brand - Solimo Designer Berries 3D Printed Hard Back Case Mobile Cover for Gionee Elife S7,,BEAUTY,3D Printed Hard Back Case Mobile Cover for Gionee Elife S7,Others,,,1,category_mismatch,35.0
B00R45980W,"AmazonBasics 100% Cotton Duvet Set, Bold Checks, 260 x 240 cm & 2 pillowcases of 65 X 65 cm",AmazonBasics,HOME_BED_AND_BATH,,Gray Bold Checks,100% Cotton,"{'height': {'normalized_value': {'unit': 'inches', 'value': 13.99999998572}, 'unit': 'centimeters', 'value': 35.56}, 'length': {'normalized_value': {'unit': 'inches', 'value': 1.59842519522}, 'unit': 'centimeters', 'value': 4.06}, 'width': {'normalized_value': {'unit': 'inches', 'value': 10.59842518604}, 'unit': 'centimeters', 'value': 26.92}}",0,none,100.0
B07HHRP44R,AmazonBasics Conscious Series Cool-Touch Rayon Bamboo Mattress Topper,AmazonBasics,HOME_BED_AND_BATH,,,,,0,none,100.0
B07TH383JF_DEFECT,Amazon Brand - Solimo Designer Gold Yellow and Sky Blue Paint 3D Printed Hard Back Case Mobile Cover for Asus Zenfone 3S Max,Amazon Brand - Solimo,HOME_FURNITURE,3D Printed Hard Back Case Mobile Cover for Asus Zenfone 3S Max,Others,,,1,category_mismatch,44.5
B0853XL2CP,Amazon Brand - Solimo Designer Queen On Red Glitter UV Printed Soft Back Case Mobile Cover for Lava A97,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Lava A97, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicon,,0,none,100.0
B0821D8RH4,Amazon Brand - Solimo Designer Kissing Couple UV Printed Soft Back Case Mobile Cover for Vivo U20,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Mobile, with perfect cut-outs for volume buttons, audio and charging ports",multi-colored,Silicon,,0,none,100.0
B07P66V4FZ_DEFECT,AmazonBasics AB-BR844-PC,AmazonBasics,TOWEL_HOLDER,Polished Chrome Finish; made from durable zinc alloy,Polished Chrome,Polycarbonate,"{'height': {'normalized_value': {'unit': 'inches', 'value': 3.01}, 'unit': 'inches', 'value': 3.01}, 'length': {'normalized_value': {'unit': 'inches', 'value': 25.91}, 'unit': 'inches', 'value': 25.91}, 'width': {'normalized_value': {'unit': 'inches', 'value': 9.81}, 'unit': 'inches', 'value': 9.81}}",1,truncated_title,65.1
B07T36R7P2_DEFECT,Amazon Brand - Solimo Designer Round Candy 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy E5,,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Samsung Galaxy E5,,,,1,missing_attribute,64.8
B01KTVT57I,"AmazonBasics Extra Comfort 7-Zone Mattress with Memory Foam Layer, Medium (H3) - King",AmazonBasics,FURNITURE,,White,Memory Foam,"{'height': {'normalized_value': {'unit': 'inches', 'value': 7.87}, 'unit': 'inches', 'value': 7.87}, 'length': {'normalized_value': {'unit': 'inches', 'value': 59.06}, 'unit': 'inches', 'value': 59.06}, 'width': {'normalized_value': {'unit': 'inches', 'value': 78.74}, 'unit': 'inches', 'value': 78.74}}",0,none,100.0
B08413HX48,"Fresh Brand – Cinnamon Raisin Pre-Sliced Bagels, 21 oz (6 ct)",Fresh,BREAD,21-ounce bag of 6 cinnamon raisin bagels,,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 9.75}, 'unit': 'inches', 'value': 9.75}, 'length': {'normalized_value': {'unit': 'inches', 'value': 15}, 'unit': 'inches', 'value': 15}, 'width': {'normalized_value': {'unit': 'inches', 'value': 4.5}, 'unit': 'inches', 'value': 4.5}}",0,none,100.0
B07T24T2KF_DEFECT,Amazon Brand,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Samsung Galaxy Grand 2 G7102 / G7105,Others,,,1,truncated_title,63.6
B07TB545HT_DEFECT,Amazon Brand - Solimo Designer Foil Paper Texture 3D Printed Hard Back Case Mobile Cover for Microsoft Lumia 650,Amazon Brand - Solimo,KITCHEN,3D Printed Hard Back Case Mobile Cover for Microsoft Lumia 650,Others,,,1,category_mismatch,45.8
B084SFD31D_DEFECT,Shredded Kale - Shredded Kale,,GROCERY, ,,,,1,duplicate,46.8
B01N0ZJ5HU_DEFECT,"find. Amazon Brand Men's Boat Shoes,Brown (Cognac),US 11",find.,MECHANICAL_COMPONENTS,An Amazon Brand,Brown (Cognac),,,1,category_mismatch,45.7
B07BWK7JWZ_DEFECT,亚马逊品牌 –,Rivet,SOFA,تجعل هذه المجموعة تبدو حادة في المناطق العصرية أو الصناعية. وسائد الظهر والمقعد يمكن عكسها، ويمكن تركيب القطع بطرق عديدة لاستيعاب العائلة والأصدقاء.,棕色（Saddle）,皮革,"{'height': {'normalized_value': {'unit': 'inches', 'value': 28}, 'unit': 'inches', 'value': 28}, 'length': {'normalized_value': {'unit': 'inches', 'value': 88}, 'unit': 'inches', 'value': 88}, 'width': {'normalized_value': {'unit': 'inches', 'value': 36}, 'unit': 'inches', 'value': 36}}",1,truncated_title,63.7
B07R8GDB7B_DEFECT,"CARE OF by PUMA Men’s Leather Low-Top Trainers, Beige, US 11.5",,SHOES,CARE OF by PUMA is an exclusive Amazon brand designed for comfort in collaboration with world-famous sports and athleisure brand PUMA,,,,1,missing_attribute,51.1
B07Z58S7LR,"Marca Amazon - Find. Sandalias abiertas para mujer., color Azul, talla 40 EU",find.,SANDAL,,Dorado Gold,,,0,none,100.0
B08547MTBZ_DEFECT,Amazon Brand - Solimo Designer Sperking Stars UV Printed Soft Back Case Mobile Cover for Samsung Galaxy M30 - Amazon Brand - Solimo Designer Sperking Stars UV Printed Soft Back Case Mobile Cover for Samsung Galaxy M30,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Samsung Galaxy M30, with perfect cut-outs for volume buttons, audio and charging ports Snug fit for Samsung Galaxy M30, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicon,,1,duplicate,73.4
B07ZKZR7G1,"AmazonBasics Tiedown Set with Integrated Soft Loops, 3,328lb Break Strength, Black & Yellow, 2-Pack",AmazonBasics,CARGO_STRAP,,Black+Yellow,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 0.89}, 'unit': 'inches', 'value': 0.89}, 'length': {'normalized_value': {'unit': 'inches', 'value': 120}, 'unit': 'inches', 'value': 120}, 'width': {'normalized_value': {'unit': 'inches', 'value': 1.5}, 'unit': 'inches', 'value': 1.5}}",0,none,100.0
B082PLPNC3,"Amazon Essentials Harper Rain Boot, Pink, 8 Toddler",Amazon Essentials,BOOT,Closed Toe Rubber shoe easy to slide on and off. Water Resistant,Pink,,,0,none,100.0
B07T7ZZ777,Amazon Brand - Solimo Designer Sippy 3D Printed Hard Back Case Mobile Cover for Micromax Canvas Nitro 4G E455,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Micromax Canvas Nitro 4G E455,Others,,,0,none,100.0
B0812BFGW7,"find. AMZ038_Suede Náuticos, Verde, 47 EU",find.,SHOES,,Verde,,,0,none,100.0
B082DG8T3R,Nubeno Men's Black Formal Shoes-9 UK (43 EU) (2371),Nubeno,SHOES,Outer Material: Synthetic Leather,BLACK,,,0,none,100.0
B07TC5XF4K,Amazon Brand - Solimo Designer Star Impression On Wood 3D Printed Hard Back Case Mobile Cover for Meizu M3 Note,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Meizu M3 Note,Others,,,0,none,100.0
B08HMGXGH3_DEFECT,Bourge Men's Pearl-5 Grey and Red Running Shoes-12 UK (46 EU) (13 US) (Vega Pearl-5-12),Bourge,ELECTRONICS,Outer Material: Mesh,Grey and Red,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 4.52755}, 'unit': 'millimeters', 'value': 115}, 'length': {'normalized_value': {'unit': 'inches', 'value': 12.5984}, 'unit': 'millimeters', 'value': 320}, 'width': {'normalized_value': {'unit': 'inches', 'value': 7.0866}, 'unit': 'millimeters', 'value': 180}}",1,category_mismatch,44.7
B0854LBLS5_DEFECT,Amazon Brand,,CELLULAR_PHONE_CASE,"Snug fit for Samsung Galaxy A70s, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicone,,1,truncated_title,38.3
B0853X9ZY6,Amazon Brand - Solimo Designer Plant Art Design 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy J3 Pro,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Mobile, with perfect cut-outs for volume buttons, audio and charging ports",multi-colored,Plastic,,0,none,100.0
B07TF1F1Y2_DEFECT,Amazon Brand - Solimo Designer Ladies Accessories Pattern 3D Printed Hard Back Case Mobile Cover for Asus Zenfone 3S Max - Amazon Brand - Solimo Designer Ladies Accessories Pattern 3D Printed Hard Back Case Mobile Cover for Asus Zenfone 3S Max,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Asus Zenfone 3S Max 3D Printed Hard Back Case Mobile Cover for Asus Zenfone 3S Max,Others,,,1,duplicate,72.9
B07TC5BSC7,Amazon Brand - Solimo Designer Paint 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy Core Prime,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Samsung Galaxy Core Prime,Others,,,0,none,100.0
