item_id,title,brand,product_type,bullet_points,color,material,item_dimensions,defect,defect_type,quality_score
B07THRH351_DEFECT,Amazon Brand,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Sony Xperia L1,Others,,,1,truncated_title,67.0
B07TC5SVN3,Amazon Brand - Solimo Designer Jar at Sea Serface 3D Printed Hard Back Case Mobile Cover for Coolpad Note 3 Lite,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Coolpad Note 3 Lite,Others,,,0,none,100.0
B08569CW5Q,Amazon Brand - Solimo Designer Colored Paris UV Printed Soft Back Case Mobile Cover for Oppo A57,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Oppo A57, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicone,,0,none,100.0
B07XTPTMNZ_DEFECT,"Care of by PUMA Mesh Runner Low-Top Sneakers, White (White-White), 12 UK - Care of by PUMA Mesh Runner Low-Top Sneakers, White (White-White), 12 UK",,SHOES, ,White,,,1,duplicate,45.3
B083XBTBCH,"Rivet Andrews Contemporary Top-Grain Leather Ottoman, 30""W, Brown (Renewed)",Rivet,HOME_FURNITURE_AND_DECOR,"This attractive brown leather ottoman will bring class to your living room or den—or any room you add it to. Foam padding offers comfort, but the solid hardwood frame ensures stability and support.",Dark Brown,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 17.72}, 'unit': 'inches', 'value': 17.72}, 'length': {'normalized_value': {'unit': 'inches', 'value': 29.53}, 'unit': 'inches', 'value': 29.53}, 'width': {'normalized_value': {'unit': 'inches', 'value': 21.65}, 'unit': 'inches', 'value': 21.65}}",0,none,100.0
B00EQ5H9KE,"Pinzon by Amazon - Sábana bajera ajustable ultrasuave (percal de algodón de 300 hilos), color gris, talla 125 x 200 x 30 cm",Pinzon by Amazon,BABY_PRODUCT,Sábana bajera ajustable - Dimensiones: 125 x 200 x 30 cm,Gris,100% cotton,"{'height': {'normalized_value': {'unit': 'inches', 'value': 2.1259842498}, 'unit': 'centimeters', 'value': 5.4}, 'length': {'normalized_value': {'unit': 'inches', 'value': 78.7401574}, 'unit': 'centimeters', 'value': 200}, 'width': {'normalized_value': {'unit': 'inches', 'value': 49.212598375}, 'unit': 'centimeters', 'value': 125}}",0,none,100.0
B085119CGH_DEFECT,Amazon Brand - Solimo Designer Color Blog On Canvas 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy M21 - Amazon Brand - Solimo Designer Color Blog On Canvas 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy M21,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Samsung Galaxy M21, with perfect cut-outs for volume buttons, audio and charging ports Snug fit for Samsung Galaxy M21, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Plastic,,1,duplicate,78.2
B083PBS4NM,Amazon Brand - Solimo Flip Leather Mobile Cover (Soft & Flexible Back case) for Mi Redmi 7A (Brown),Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Mi Redmi 7A, with perfect cut-outs for volume buttons, audio and charging ports",Brown,Leather::Plastic,,0,none,100.0
B07JWJDXZD,AmazonBasics - Pet Play Station Feeder,AmazonBasics,PET_SUPPLIES,"Feeding puzzle gives pets a fun way to learn and play, for cats and dogs, suitable for beginners.",Green,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 12.2}, 'unit': 'inches', 'value': 12.2}, 'length': {'normalized_value': {'unit': 'inches', 'value': 12.2}, 'unit': 'inches', 'value': 12.2}, 'width': {'normalized_value': {'unit': 'inches', 'value': 2.4}, 'unit': 'inches', 'value': 2.4}}",0,none,100.0
B07TRVN9XW_DEFECT,Amazon Brand - Solimo Designer Head Phone 3D Printed Hard Back Case Mobile Cover for Xiaomi Redmi Note 7 Pro - Amazon Brand - Solimo Designer Head Phone 3D Printed Hard Back Case Mobile Cover for Xiaomi Redmi Note 7 Pro,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Xiaomi Redmi Note 7 Pro 3D Printed Hard Back Case Mobile Cover for Xiaomi Redmi Note 7 Pro,Others,,,1,duplicate,73.1
B071HQ13TR_DEFECT,AmazonBasics 100% Cornstarch Waste Bags (16 Rolls),,PET_SUPPLIES,,,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 0.00118}, 'unit': 'inches', 'value': 0.00118}, 'length': {'normalized_value': {'unit': 'inches', 'value': 13}, 'unit': 'inches', 'value': 13}, 'width': {'normalized_value': {'unit': 'inches', 'value': 9}, 'unit': 'inches', 'value': 9}}",1,missing_attribute,44.3
B0857M438Z_DEFECT,Amazon Brand,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Comio X1, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicon,,1,truncated_title,61.7
B07T3TZ76J,AmazonBasics 4.7 GB 16x - 50 Pack Spindle (Renovado),AmazonBasics,BLANK_MEDIA,Set of 50 blank DVD+R digital storage discs from AmazonBasics,,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 3.346}, 'unit': 'inches', 'value': 3.346}, 'length': {'normalized_value': {'unit': 'inches', 'value': 5.5118}, 'unit': 'inches', 'value': 5.5118}, 'width': {'normalized_value': {'unit': 'inches', 'value': 5.5118}, 'unit': 'inches', 'value': 5.5118}}",0,none,100.0
B0857KVPNL_DEFECT,Amazon Brand - Solimo Designer Funny Cat Pattern Print UV Printed Soft Back Case Mobile Cover for LG Stylus 3 - Amazon Brand - Solimo Designer Funny Cat Pattern Print UV Printed Soft Back Case Mobile Cover for LG Stylus 3,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for LG Stylus 3, with perfect cut-outs for volume buttons, audio and charging ports Snug fit for LG Stylus 3, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicone,,1,duplicate,76.5
B07B4SCB6T,STONE & 梁 tisbury 钉头饰边床单双人床55.88 cm 宽 spinnsol 可可,Stone & Beam,BED,这款床增加了空间经典风格。 一款手工绘制扇形剪裁增添设计细节设计上饰有银色钉头。 坚固的相框采用厚重涤纶填充包裹增加舒适度。,Spinnsol Cocoa,灰石色,"{'height': {'normalized_value': {'unit': 'inches', 'value': 56}, 'unit': 'inches', 'value': 56}, 'length': {'normalized_value': {'unit': 'inches', 'value': 66}, 'unit': 'inches', 'value': 66}, 'width': {'normalized_value': {'unit': 'inches', 'value': 92}, 'unit': 'inches', 'value': 92}}",0,none,100.0
B07TK4R7GG,Amazon Brand - Spotted Zebra Girl's 3-Piece Fleece Cold Weather Accessories Set,Spotted Zebra,ACCESSORY,Get ready to play this winter with this 3-piece fleece cold weather set,Multi,,,0,none,100.0
B075T4DC11_DEFECT,Amazon Brand - Symbol Men's Suede Leather Casual Derby shoes - 7 UK/India (41 EU)(AZ-WS-120A) - Amazon Brand - Symbol Men's Suede Leather Casual Derby shoes - 7 UK/India (41 EU)(AZ-WS-120A),Amazon Brand - Symbol,SHOES,मटीरियल: लेदर मटीरियल: लेदर,भूरा,लेदर,,1,duplicate,79.6
B07TG4VZSS,Amazon Brand - Solimo Designer Pink Color Fall 3D Printed Hard Back Case Mobile Cover for Motorola Moto E4,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Motorola Moto E4,Others,,,0,none,100.0
B085452X7H_DEFECT,Amazon Brand,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Vivo Y15, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicon,,1,truncated_title,67.4
B0846BSXNR,Stanton Men's Black Loafers-6 UK (40 EU) (7 US) (FK/YT1893/BLK),Stanton,SHOES,आउटर मटीरियल: PU,काला,,,0,none,100.0
B014WC3ETA,Amazon CollectionPlata de ley platinum-plated Swarovski Zirconia Princess 3Â Piedra Anillo,Amazon Collection,FINERING,Importados,Platino (Platinum-plated),Metal,,0,none,100.0
B071777YN3_DEFECT,Stone &,,RUG,"Pile: 100% Polypropylene, Backing: 100% Jute",Dark Grey,stone,"{'height': {'normalized_value': {'unit': 'inches', 'value': 0.2}, 'unit': 'inches', 'value': 0.2}, 'length': {'normalized_value': {'unit': 'inches', 'value': 72.0}, 'unit': 'inches', 'value': 72.0}, 'width': {'normalized_value': {'unit': 'inches', 'value': 48.0}, 'unit': 'inches', 'value': 48.0}}",1,truncated_title,46.5
B07JGCYRLP_DEFECT,AmazonBasics Bathroom Accessory Sets,,HOME,,,,,1,missing_attribute,61.7
B07M5DDYW5,"Amazon, Meal Kit Red Lentil Dahl, 42 Ounce",Amazon,GROCERY,"A hearty red lentil stew flavored with coconut milk and garam masala, served with roasted sweet potatoes and garlic naan bread",,,,0,none,100.0
B0853XLL3Z,Amazon Brand - Solimo Designer Red Heart Emoji Design 3D Printed Hard Back Case Mobile Cover for Vivo Y19 / Vivo U20,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Mobile, with perfect cut-outs for volume buttons, audio and charging ports",multi-colored,Plastic,,0,none,100.0
B07VTWY6KH_DEFECT,365 Everyday,,GROCERY,"Traído a usted por Whole Foods Market. Nuestros estándares son lo que nos diferencia, y nuestra calidad es lo que nos mantiene calcetines, neveras y congeladores con los mejores productos naturales y orgánicos 365 Everyday Value todos los días.",,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 4}, 'unit': 'inches', 'value': 4}, 'length': {'normalized_value': {'unit': 'inches', 'value': 1.38}, 'unit': 'inches', 'value': 1.38}, 'width': {'normalized_value': {'unit': 'inches', 'value': 0.9843}, 'unit': 'inches', 'value': 0.9843}}",1,truncated_title,39.1
B07TF1DZMS_DEFECT,Amazon Brand,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Samsung Galaxy C7 Pro,Others,,,1,truncated_title,69.1
B01INAOAZE,"10 Kイエローゴールドダイヤモンドピアス( 1 / 10cttw, I - Jカラー、12 – 13 )",Amazon Collection(アマゾンコレクション),EARRING,当社のサプライヤーは、キンバリー・プロセスに確実に準拠し、確認ダイアモンドは競合フリー,ホワイト,金属,,0,none,100.0
B07TB54Q5T_DEFECT,Amazon Brand,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for LG K7,Others,,,1,truncated_title,66.9
B0856BYGBH_DEFECT,Amazon Brand - Solimo Designer Colored Paris UV Printed Soft Back Case Mobile Cover for Lenovo A6600,Amazon Brand - Solimo,ELECTRONICS,"Snug fit for Lenovo A6600, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicon,,1,category_mismatch,50.4
B0851PNLSQ,Amazon Basics Humidificador con humidificación automática Inteligente,Amazon Basics,HOME,,,,,0,none,100.0
B07TCWT1TF,Amazon Brand - Solimo Designer Product Photography 3D Printed Hard Back Case Mobile Cover for Motorola One Power,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Motorola One Power,Others,,,0,none,100.0
B00MCK31G6_DEFECT,Amazon CollectionSterling Silver Garnet Flower Stud Earrings - Amazon CollectionSterling Silver Garnet Flower Stud Earrings,Amazon Collection,FINEEARRING,Flower stud earring crafted from supple sterling silver petals and round-cut gemstone at center Flower stud earring crafted from supple sterling silver petals and round-cut gemstone at center,Granate,metal,,1,duplicate,65.4
B07R58Y5CG_DEFECT,"CARE OF by PUMA Women’s Trainer, Black, US 9.5",,SHOES,"Amazon partnered with PUMA to deliver a new comfort-first athleisure collection, matching Amazon’s customer knowledge with PUMA's product expertise",,,,1,missing_attribute,60.7
B07T9TNYFF_DEFECT,Amazon Brand - Solimo Designer Ladies Accessories Pattern 3D Printed Hard Back Case Mobile Cover for Nokia 3.1 - Amazon Brand - Solimo Designer Ladies Accessories Pattern 3D Printed Hard Back Case Mobile Cover for Nokia 3.1,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Nokia 3.1 3D Printed Hard Back Case Mobile Cover for Nokia 3.1,Others,,,1,duplicate,72.7
B07MNBLKC6_DEFECT,AmazonBasics 亚马逊倍思圆形封顶 - AmazonBasics 亚马逊倍思圆形封顶,AmazonBasics,HOME_BED_AND_BATH,"Decorative curtain rod finials for windows in your living room, dining room, bedroom, and more Decorative curtain rod finials for windows in your living room, dining room, bedroom, and more",골드,青铜色,,1,duplicate,67.7
B00MPOA7HK,"Pinzon by Amazon Spannbetttuch, ägyptischer Baumwollsatin, 90 x 200 x 30 cm, Elfenbein",Pinzon by Amazon,HOME_BED_AND_BATH,Un lenzuolo con angoli da abbinare al lenzuolo semplice in coordinato (venduto separatamente),Guscio D'uovo,Cotone,"{'height': {'normalized_value': {'unit': 'inches', 'value': 11.81102361}, 'unit': 'centimeters', 'value': 30}, 'length': {'normalized_value': {'unit': 'inches', 'value': 35.43307083}, 'unit': 'centimeters', 'value': 90}, 'width': {'normalized_value': {'unit': 'inches', 'value': 78.7401574}, 'unit': 'centimeters', 'value': 200}}",0,none,100.0
B07P56ZF4T_DEFECT,Jenny Amazon,Jenny,SHOES,Una marca de Amazon.,Azul,,,1,truncated_title,64.2
B07TG4KMBG,Amazon Brand - Solimo Designer Orange Canvas 3D Printed Hard Back Case Mobile Cover for Nokia 6.1 Plus,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Nokia 6.1 Plus,Others,Canvas,,0,none,100.0
B07S74D9T7,AmazonBasics 亚马逊倍思 可调节扬声器支架,AmazonBasics,SOUND_AND_RECORDING_EQUIPMENT,三脚架扬声器支架，便于设置扬声器；非常适合在舞台、工作室或家里使用,,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 37.95}, 'unit': 'inches', 'value': 37.95}, 'length': {'normalized_value': {'unit': 'inches', 'value': 4.53}, 'unit': 'inches', 'value': 4.53}, 'width': {'normalized_value': {'unit': 'inches', 'value': 4.53}, 'unit': 'inches', 'value': 4.53}}",0,none,100.0
B07G4XWVJT,"AmazonBasics – Satijnen hoeslaken, 140 x 190 cm, wit",AmazonBasics,FLAT_SHEET,Hoeslaken van 140 x 190 cm,wit,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 1.57}, 'unit': 'inches', 'value': 1.57}, 'length': {'normalized_value': {'unit': 'inches', 'value': 11}, 'unit': 'inches', 'value': 11}, 'width': {'normalized_value': {'unit': 'inches', 'value': 9}, 'unit': 'inches', 'value': 9}}",0,none,100.0
B07PM8M3JT,아마존 브랜드 - Solimo 살균 구강 세척제,Solimo,BEAUTY,솔리모 살균 구강 세척제 1리터 병.,,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 7.31}, 'unit': 'inches', 'value': 7.31}, 'length': {'normalized_value': {'unit': 'inches', 'value': 3.06}, 'unit': 'inches', 'value': 3.06}, 'width': {'normalized_value': {'unit': 'inches', 'value': 2.11}, 'unit': 'inches', 'value': 2.11}}",0,none,100.0
B07PYCK442_DEFECT,Amazon Brand,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Oppo A3s with perfect cut-outs for volume buttons, audio and charging ports",Black,Polycarbonate,,1,truncated_title,57.1
B08569VK1F_DEFECT,Amazon Brand - Solimo Designer Color Flowers UV Printed Soft Back Case Mobile Cover for Huawei Honor 6X,,CELLULAR_PHONE_CASE,"Snug fit for Huawei Honor 6x, with perfect cut-outs for volume buttons, audio and charging ports",,,,1,missing_attribute,50.9
B081HNX22X_DEFECT,Amazon Brand - Solimo Designer Heart Pattern Design 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy M21 / M30s,,CELLULAR_PHONE_CASE,"Snug fit for Mobile, with perfect cut-outs for volume buttons, audio and charging ports",,,,1,missing_attribute,58.3
B07TG41LB8_DEFECT,Amazon Brand - Solimo Designer Pink Flower Patterns 3D Printed Hard Back Case Mobile Cover for Huawei Mate 9 - Amazon Brand - Solimo Designer Pink Flower Patterns 3D Printed Hard Back Case Mobile Cover for Huawei Mate 9,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Huawei Mate 9 3D Printed Hard Back Case Mobile Cover for Huawei Mate 9,Others,,,1,duplicate,75.0
B0853X5HC1_DEFECT,Amazon Brand,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for LG G7 ThinQ, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Plastic,,1,truncated_title,56.0
B07FRK9WG7_DEFECT,"Amazon Brand - Solimo Vogue School Backpack (40 litres, Blue) - Amazon Brand - Solimo Vogue School Backpack (40 litres, Blue)",Amazon Brand - Solimo,LUGGAGE,Spacious 40 लीटर लैपटॉप बैकपैक साइज़ 33cm x 18.5cm x 51cm (LxBxH) Spacious 40 लीटर लैपटॉप बैकपैक साइज़ 33cm x 18.5cm x 51cm (LxBxH),Blue,Polyester,"{'height': {'normalized_value': {'unit': 'inches', 'value': 19.2913}, 'unit': 'millimeters', 'value': 490}, 'length': {'normalized_value': {'unit': 'inches', 'value': 12.9921}, 'unit': 'millimeters', 'value': 330}, 'width': {'normalized_value': {'unit': 'inches', 'value': 9.8425}, 'unit': 'millimeters', 'value': 250}}",1,duplicate,78.4
B07SCLFQXB_DEFECT,"AmazonBasics 7-Piece Bed-in-A-Bag - Full/Queen, Navy Simple Plaid (Renewed) - AmazonBasics 7-Piece Bed-in-A-Bag - Full/Queen, Navy Simple Plaid (Renewed)",AmazonBasics,HOME_BED_AND_BATH,"Includes 86 x 90 inch comforter, 90 x 102 inch flat sheet, 60 x 80 inch fitted sheet, two 20 x 26 inch shams, and two 20 x 32 inch queen pillowcases Includes 86 x 90 inch comforter, 90 x 102 inch flat sheet, 60 x 80 inch fitted sheet, two 20 x 26 inch shams, and two 20 x 32 inch queen pillowcases",Navy Simple Plaid,Polyester,"{'height': {'normalized_value': {'unit': 'inches', 'value': 15.75}, 'unit': 'inches', 'value': 15.75}, 'length': {'normalized_value': {'unit': 'inches', 'value': 15}, 'unit': 'inches', 'value': 15}, 'width': {'normalized_value': {'unit': 'inches', 'value': 10}, 'unit': 'inches', 'value': 10}}",1,duplicate,65.6
B0857L4ZDV,Amazon Brand - Solimo Designer Water Drop On Glass UV Printed Soft Back Case Mobile Cover for Lenovo K6 Power,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Lenovo K6 Power, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicone,,0,none,100.0
B07TF1CTPJ,Amazon Brand - Solimo Designer Daddy's Girl in Glitter Pattern 3D Printed Hard Back Case Mobile Cover for Motorola Moto G4 Play,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Motorola Moto G4 Play,Others,,,0,none,100.0
B08CRGH6YF,"[Amazonブランド] Umi.(ウミ)窓用ガラスフィルム 目隠しシート 防犯フィルム 窓用 マジックミラー UVカット 無接着剤 遮光 遮熱シート 断熱シート 紫外線カット　プライバシー 飛散防止フィルム 水で貼り付け めかくしフィルム (ブラック, 90cm×250cm)",UMI,HOME,【マジックミラー機能・めかくし・プライバシー保護】 目隠しフィルムを窓ガラスの上から貼るだけで、明るさを保ちつつ手軽にプライバシーの保護ができます。（マジックミラー：暗い側からは見えて、明るい側からは鏡のように見えるフィルムと言います）,ブラック,,,0,none,100.0
B07GJXJ4MJ,"AmazonBasics - Eetbestekset met gegolfde rand, roestvrij staal, 65-delige set, voor 12 personen.",AmazonBasics,FLATWARE,"65-delige bestekset, voor 12 personen; bevat 12 eetmessen, 12 eetvorken, 12 slavorken, 12 eetlepels en 12 theelepels, plus 5-delige serveerset: 1 opscheplepel met sleuven, 1 serveervork, 1 suikerlepel en 1 botermes.",zilverkleuren,Edelstahl,"{'height': {'normalized_value': {'unit': 'inches', 'value': 1.1}, 'unit': 'inches', 'value': 1.1}, 'length': {'normalized_value': {'unit': 'inches', 'value': 10}, 'unit': 'inches', 'value': 10}, 'width': {'normalized_value': {'unit': 'inches', 'value': 5.9}, 'unit': 'inches', 'value': 5.9}}",0,none,100.0
B07T8Q1YZN,Amazon Brand - Solimo Designer Sparkle Girl Boss 3D Printed Hard Back Case Mobile Cover for Motorola Moto E (3rd gen),Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Motorola Moto E (3rd gen),Others,,,0,none,100.0
B07P5LMG29,"Amazon Brand – Stone & Beam Leila 天鹅绒簇绒座椅系列, 棕色（Saddle）",Stone & Beam,HOME_FURNITURE_AND_DECOR,빈티지 디자인과 세련된 가죽 장식이 결합되어 현대적이고 고전적인 장식 구성에 완벽하게 어울립니다. 폼 패딩 쿠션과 단단한 나무 다리는 이 오토만이 기능적이고 편안하며 모든 라운지 공간에 세련된 추가 아이템을 제공합니다.,棕色（Saddle）,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 19}, 'unit': 'inches', 'value': 19}, 'length': {'normalized_value': {'unit': 'inches', 'value': 23}, 'unit': 'inches', 'value': 23}, 'width': {'normalized_value': {'unit': 'inches', 'value': 34}, 'unit': 'inches', 'value': 34}}",0,none,100.0
B08541FRS4,Amazon Brand - Solimo Designer Red Moon UV Printed Soft Back Case Mobile Cover for Tecno Camon I Air 2 Plus,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Tecno Camon I Air 2 Plus, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicon,,0,none,100.0
B07TBV4X5Z,Amazon Brand - Solimo Designer Water Drop Reflection 3D Printed Hard Back Case Mobile Cover for Vivo Y95,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Vivo Y95,Others,,,0,none,100.0
B07TH41SRK_DEFECT,Amazon Brand - Solimo Designer Ladies Accessories 3D Printed Hard Back Case Mobile Cover for Vivo V5 Plus - Amazon Brand - Solimo Designer Ladies Accessories 3D Printed Hard Back Case Mobile Cover for Vivo V5 Plus,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Vivo V5 Plus 3D Printed Hard Back Case Mobile Cover for Vivo V5 Plus,Others,,,1,duplicate,65.1
B08563MZM8,Amazon Brand - Solimo Designer Multicolor Leaf Red Pattern Printed Soft Back Case Mobile Cover for Samsung Galaxy M31,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Mobile, with perfect cut-outs for volume buttons, audio and charging ports",multi-colored,,,0,none,100.0
B07TH32BBG_DEFECT,Amazon Brand,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Nokia 8.1,Others,,,1,truncated_title,65.5
B0853WDT7V_DEFECT,Amazon Brand - Solimo Designer Multicolor Box UV Printed Soft Back Case Mobile Cover for Itel A25,,CELLULAR_PHONE_CASE,"Snug fit for Itel A25, with perfect cut-outs for volume buttons, audio and charging ports",,,,1,missing_attribute,51.5
B0857L9W5P,Amazon Brand - Solimo Designer Purple Flowers UV Printed Soft Back Case Mobile Cover for HTC Desire 626/HTC Desire 628,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for HTC Desire 626/HTC Desire 628, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicone,,0,none,100.0
B07NST9S98_DEFECT,"365 Everyday Value, Organic Instant Oatmeal, Oats & Flax, 8 ct",365 Everyday Value,BEAUTY,"Brought to you by Whole Foods Market. Our standards are what set us apart, and our quality is what keeps us Stocking pantries, fridges and freezers with the best natural and organic 365 Everyday Value products every day.",,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 7.95}, 'unit': 'inches', 'value': 7.95}, 'length': {'normalized_value': {'unit': 'inches', 'value': 5.1}, 'unit': 'inches', 'value': 5.1}, 'width': {'normalized_value': {'unit': 'inches', 'value': 3.3}, 'unit': 'inches', 'value': 3.3}}",1,category_mismatch,54.1
B081HN9DRZ,Amazon Brand - Solimo Designer Cute Little Boy Pattern 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy M21 / M30s,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Mobile, with perfect cut-outs for volume buttons, audio and charging ports",multi-colored,Plastic,,0,none,100.0
B07NXTJV7L_DEFECT,"Ravenna Home Esquire Rug, 5'W x 7'6""L, Feathery Ogee Design",,RUG,"5'W x 7'6""L",,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 0.25}, 'unit': 'inches', 'value': 0.25}, 'length': {'normalized_value': {'unit': 'inches', 'value': 90.0}, 'unit': 'inches', 'value': 90.0}, 'width': {'normalized_value': {'unit': 'inches', 'value': 60.0}, 'unit': 'inches', 'value': 60.0}}",1,missing_attribute,53.6
B07TC5F62N,Amazon Brand - Solimo Designer Color Impression On Canvas 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy S5 i9600,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Samsung Galaxy S5 i9600,Others,,,0,none,100.0
B07T8Q1W95,Amazon Brand - Solimo Designer Panda Experation 3D Printed Hard Back Case Mobile Cover for Oppo A5,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Oppo A5,Others,,,0,none,100.0
B07T1JSBF6,Amazon Brand - Solimo Designer Golden Sparkle 3D Printed Hard Back Case Mobile Cover for Xiaomi Redmi 2S,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Xiaomi Redmi 2S,others,,,0,none,100.0
B07S3V57X4,AmazonBasics 클래식 우드 엔터테인먼트 TV 스탠드 저장 콘솔 포함,AmazonBasics,HOME_FURNITURE_AND_DECOR,,,,,0,none,100.0
B08B7XQDPP,"UMI. Essential 56cm Lightweight Reflective Dog Raincoat with Hood & Harness Hole, Yellow, Outdoor Rain Gear Jacket 2 Legs for Dogs",UMI,PET_SUPPLIES,"Size 56cm: Chest Girth 66cm- 86cm, Neck 50cm- 56cm, Back Length 56cm. (In order to cover the entire back of the dog, the back length of raincoat is lengthened to 56cm.) Measure your dog from the base of the neck to the base of the tail for back length",Yellow,,,0,none,100.0
B07357QJHQ_DEFECT,"find. Men's Leather Low-Top Sneakers Biker Boots, White White, Women 2 - find. Men's Leather Low-Top Sneakers Biker Boots, White White, Women 2",find.,SHOES,Vinyl-look trainer Vinyl-look trainer,White White,,,1,duplicate,70.4
B07TG4V6V5,Amazon Brand - Solimo Designer Peacock Feather 3D Printed Hard Back Case Mobile Cover for Gionee Marathon M5 lite,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Gionee Marathon M5 lite,Others,,,0,none,100.0
B00SB0JAPM_DEFECT,"AmazonBasics Set beddengoed met patroon, 100% katoen, oosters bloemenpatroon, 225x220 cm, 2 kussenslopen (50x80cm)",,HOME_BED_AND_BATH,"Gemaakt van 100% zacht, ademend katoen.",,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 13.99999998572}, 'unit': 'centimeters', 'value': 35.56}, 'length': {'normalized_value': {'unit': 'inches', 'value': 1.90157480121}, 'unit': 'centimeters', 'value': 4.83}, 'width': {'normalized_value': {'unit': 'inches', 'value': 9.9999999898}, 'unit': 'centimeters', 'value': 25.4}}",1,missing_attribute,63.8
B08541XYFW,Amazon Brand - Solimo Designer Sparkle Girl Boss UV Printed Soft Back Case Mobile Cover for Micromax Yu Yunique 2,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Micromax Yu Yunique 2, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicon,,0,none,100.0
